lr,la,rho*,T*,rho*_sim,T*_sim,P*_sim,TotEn_sim,shear_viscosity,T*_sim_std,P*_sim_std,TotEn_sim_std,shear_viscosity_std
7.0,6.0,0.06,2.0,0.06,2.0003545620689653,0.098209534275862,2.344893293103448,0.2335425324749941,0.0047537764201875,0.0005002605399399,6.975206389848808e-05,0.023324660829645
7.0,6.0,0.06,2.42,0.06,2.419521531034482,0.12648674,3.0121512103448276,0.2472335076461521,0.0040502139251737,0.0005412966973005,5.8079092536607355e-05,0.0195766621131195
7.0,6.0,0.06,3.26,0.06,3.2603449689655175,0.1823915048275862,4.319550051724137,0.2995214005642785,0.003731859316155,0.0006327294027027,4.972394383324987e-05,0.0120659116835457
7.0,6.0,0.06,3.68,0.06,3.6797628137931033,0.2100119834482758,4.965580996551724,0.3477515139958114,0.0035727384889271,0.0006920983843204,4.6640944507585954e-05,0.0125535197717466
7.0,6.0,0.06,4.1,0.06,4.100177993103448,0.2375896675862069,5.611030506896552,0.3929353304869787,0.0035349543538068,0.000725086053713,4.493049656122649e-05,0.02366529416518
7.0,6.0,0.06,5.37,0.06,5.369564541379311,0.3204481386206896,7.552167151724138,0.5606447858944228,0.0035927061660723,0.0008459784561173,4.231598656129417e-05,0.0186431843613373
7.0,6.0,0.06,6.21,0.06,6.209853834482758,0.3750159927586206,8.83341720689655,0.5083935911108556,0.0038323308798425,0.0009382808104273,4.075171485419571e-05,0.0124097217049167
7.0,6.0,0.06,6.63,0.06,6.629583079310344,0.402179074137931,9.472947179310344,0.5675563922194143,0.003827167144026,0.0010008446158991,3.947712214732741e-05,0.0188962995969105
7.0,6.0,0.06,7.05,0.06,7.050952089655172,0.4294647886206896,10.114636620689652,0.598417414572389,0.0040177819283226,0.0010419238781501,5.1640499676368824e-05,0.0352845127609973
7.0,6.0,0.06,7.470000000000001,0.06,7.470286506896552,0.45653736,10.752886034482756,0.6098582015512168,0.0041416166052003,0.0010796489771303,4.6485286636142616e-05,0.0311573828178821
7.0,6.0,0.06,7.889999999999999,0.06,7.8902266931034495,0.4836416475862069,11.391930517241375,0.6144481602209764,0.004176001823973,0.0010816211019992,4.959033324546505e-05,0.0332409964991946
7.0,6.0,0.06,8.31,0.06,8.309851768965517,0.5106608803448276,12.030283275862066,0.7637659848832092,0.0043946599123431,0.0011587779692509,4.955434127283222e-05,0.0373186309790573
7.0,6.0,0.06,8.74,0.06,8.740777948275863,0.5384418644827587,12.685543,0.6833686484384475,0.0045245707829587,0.0012120094870942,5.8931207374057205e-05,0.0399457368742837
7.0,6.0,0.06,9.58,0.06,9.580231275862069,0.5923937879310345,13.961655689655172,0.7043726686983345,0.0047334704707269,0.0012738638997584,6.818021057507813e-05,0.0424968391093059
7.0,6.0,0.06,10.0,0.06,9.9979696,0.6192733734482758,14.596765586206898,0.77660328748058,0.0049851964413118,0.001349469368273,8.340276078430644e-05,0.1063041121483166
7.0,6.0,0.064069,1.6800000000000002,0.064069,1.679923668965517,0.0795227678620689,1.768782548275862,0.2436418187889038,0.0058653926756116,0.0005302022232104,9.245654422660911e-05,0.0072634536491329
7.0,6.0,0.072752,1.8400000000000003,0.072752,1.8399731827586208,0.1001251594827586,1.9405378413793104,0.20904005823421,0.0056889611318126,0.0006437180013378,9.293365022465336e-05,0.0188320420834775
7.0,6.0,0.08,1.6499999999999997,0.08,1.6501126344827588,0.0880363293103448,1.5230720827586206,0.1820559209201695,0.0073135616083139,0.0007647084593302,0.0001304848338786,0.0062928234297665
7.0,6.0,0.083071,2.04,0.083071,2.0399482689655173,0.1291448824137931,2.1620353,0.204888311473905,0.0055087592801424,0.0008132652388412,8.82410989777986e-05,0.0054163252622372
7.0,6.0,0.083071,2.12,0.083071,2.1198788551724137,0.1369940227586207,2.293430779310345,0.263064709970497,0.0055415172456322,0.0008327156085679,8.834541080567486e-05,0.0169153477644271
7.0,6.0,0.08798,1.78,0.08798,1.7788390931034477,0.1065187365517241,1.661907672413793,0.2310378515387982,0.0069020840000885,0.0008910837688491,0.0001235791811044,0.0170415223496026
7.0,6.0,0.1,1.7,0.1,1.6997408022988505,0.103633213203065,1.3697482766283524,0.2028788069982547,0.0087366044458539,0.0011506338294905,0.0001917745348919,0.023205500373433
7.0,6.0,0.1,1.84,0.1,1.840121548275862,0.1216853275862069,1.6332332275862071,0.2399382448567858,0.0073344619124209,0.0011052726617024,0.0001414403678059,0.0042515984953919
7.0,6.0,0.1,1.9,0.1,1.899819009195402,0.1291822447126436,1.739417867816092,0.2524729465922875,0.0068589426484514,0.0011207662061733,0.0001295379034448,0.0282490219896907
7.0,6.0,0.1,2.0,0.1,2.000062431448276,0.1416393063999999,1.9134495460689656,0.2496765984761851,0.0065203856883209,0.0011337015674129,0.0001172508736722,0.0164160616556562
7.0,6.0,0.1,2.03,0.1,2.029222672413793,0.1452520586206896,1.9635301689655171,0.2611150185894,0.0063070404816672,0.001114092063174,0.0001142520968622,0.0145660123752626
7.0,6.0,0.1,2.4,0.1,2.400200809706258,0.1901174073052362,2.5781341985951474,0.285606765327521,0.0054461534438425,0.0011715642288232,8.8623112593889e-05,0.0291482929327635
7.0,6.0,0.1,2.8,0.1,2.800427170474138,0.2377544131465517,3.221242987715517,0.3096014739307135,0.0049445959729981,0.0012674024525932,7.65362568097497e-05,0.0231292961524701
7.0,6.0,0.1,3.8,0.1,3.799846433990147,0.3547134602955664,4.792325449261084,0.44204247440578,0.0043440427156608,0.0014843596833784,5.9949097871896065e-05,0.0214404563490208
7.0,6.0,0.1,4.6,0.1,4.60028216653144,0.447198307484787,6.035580691075051,0.4601885040209238,0.0044310549003295,0.0016648878149292,5.6539332615596865e-05,0.0574377305319654
7.0,6.0,0.1,5.3,0.1,5.299969275862069,0.5274807910344828,7.117600846551724,0.4832132470866289,0.0045799544099443,0.001836647140235,5.2969090101445755e-05,0.0386475128563337
7.0,6.0,0.1,6.0,0.1,5.999891214420063,0.6073993905642633,8.197332326645768,0.6278876258722917,0.0047445918108942,0.0020175299980513,4.8920606007188115e-05,0.0405749100984832
7.0,6.0,0.1,7.2,0.1,7.200717529310344,0.743710463586207,10.045745768965515,0.5556753347067742,0.0050826863003877,0.0022447703224251,5.6055640389052955e-05,0.0514789181222676
7.0,6.0,0.1,10.0,0.1,9.999348451010702,1.05856889274673,14.342760247324614,0.7968075627696385,0.0063137680381724,0.0028428373963844,0.0001188390086933,0.0820273660041347
7.0,6.0,0.101221,1.81,0.101221,1.8085171517241376,0.1184543503448275,1.5623506137931036,0.262635865976363,0.0076243189116303,0.0011466836044599,0.00015483103148,0.0251157578300045
7.0,6.0,0.102451,1.92,0.102451,1.9199728551724136,0.1335985706896551,1.7479641620689654,0.2459195105014044,0.0068910705742719,0.0011721751630197,0.0001332009194238,0.0048717795405625
7.0,6.0,0.108511,1.83,0.108511,1.8298722551724136,0.1253872734482758,1.5171100137931033,0.2451390911404977,0.0077615730957088,0.0012488704352222,0.0001626912327136,0.0105499495489712
7.0,6.0,0.1086279999999999,1.8400000000000003,0.1086279999999999,1.8406768,0.1269823855172414,1.5366295724137928,0.2577484722063012,0.007874832265038,0.0012484069864397,0.0001666810420542,0.008129978817974
7.0,6.0,0.11,1.97,0.11,1.9705788551724135,0.1460295720689655,1.754675479310345,0.2306972107516957,0.0069715044355024,0.0013150371467986,0.0001351365792559,0.0075860350066134
7.0,6.0,0.12,1.7999999999999998,0.12,1.8013467034482755,0.1264415148275862,1.3293599344827585,0.2445523084787348,0.0092881867927039,0.0015570887275305,0.0002169835282189,0.0218014171814275
7.0,6.0,0.15,1.9,0.15,1.9002637296851577,0.1548329569415292,1.186954187556222,0.2526657223580072,0.0101233984706912,0.0023334165428867,0.0002705519323555,0.0241044295544516
7.0,6.0,0.15,2.0,0.15,1.9992742425287355,0.1753244718390804,1.3806718126436783,0.2529276476871513,0.0085158766771955,0.0022296403235949,0.0002016920704908,0.0194246576723618
7.0,6.0,0.15,2.03,0.15,2.029916534482759,0.181581888275862,1.4380342827586206,0.2495340377922673,0.008047049415905,0.0021991067059545,0.0001882507924595,0.0023510154006892
7.0,6.0,0.15,2.4,0.15,2.399834160344828,0.2546854195320197,2.0852555532019705,0.3196248488973235,0.0064047402001006,0.0022255547095263,0.0001218008759546,0.0201816592264329
7.0,6.0,0.15,2.8,0.15,2.800372971159875,0.3319735526332288,2.7488214435736675,0.3334499514342845,0.0057892497024158,0.0023709279330055,9.994477562713316e-05,0.0398882230409654
7.0,6.0,0.15,3.8,0.15,3.7998304060755337,0.5210723230870279,4.35264753908046,0.4223693287905022,0.0050918005932619,0.0027695519067819,7.192141185242997e-05,0.0518526181896138
7.0,6.0,0.15,4.6,0.15,4.599941953315651,0.6699729987267904,5.615958979575597,0.5096874518266667,0.0050665837469438,0.0030884096236052,6.356756043460057e-05,0.0388073332305369
7.0,6.0,0.15,5.3,0.15,5.299682291379311,0.798965453448276,6.714415396551725,0.5358132380644938,0.0053303377985922,0.0034105572731924,6.0312064879199494e-05,0.0514839882721896
7.0,6.0,0.15,6.0,0.15,6.000122074712644,0.9270779916091954,7.810087509195403,0.5671421071691661,0.0056078369795286,0.0037143829078989,5.672005003330605e-05,0.0703633965511278
7.0,6.0,0.15,7.2,0.15,7.1998594491754115,1.1448552236881562,9.681869127136428,0.6486451303322297,0.0061293101563152,0.0041380580604359,5.5241816616389664e-05,0.0415551803890902
7.0,6.0,0.15,10.0,0.15,10.00070561264368,1.6462701298850573,14.035834034482756,0.7553745678660333,0.0077702984888287,0.0051802625181219,0.0001842612858425,0.0665190868211962
7.0,6.0,0.16,1.97,0.16,1.9704214103448272,0.1733592296551724,1.2195583034482758,0.266601680498065,0.009153999168113,0.0025558951343084,0.0002325734169289,0.0107373342917685
7.0,6.0,0.165143,2.12,0.165143,2.1203392586206897,0.2092781268965516,1.4484156862068966,0.2652582153468671,0.0080877371115402,0.0025631893233188,0.0001886826706573,0.0104831289622778
7.0,6.0,0.18,1.99,0.18,1.98768225862069,0.1837948499999999,1.0453041206896552,0.2699817458377741,0.0101994173298739,0.0031846943590647,0.0002829548039819,0.0088423928798113
7.0,6.0,0.2,1.95,0.2,1.949001506896552,0.1764104793103448,0.7483003310344828,0.274067564319295,0.0124573365663494,0.004142518495963,0.0004111396499129,0.0186123162421259
7.0,6.0,0.2,2.03,0.2,2.0299337586206896,0.2004115306896551,0.9235402696551724,0.2559309972493269,0.0105442601357955,0.0038395764565106,0.0003207641709628,0.0055411234313982
7.0,6.0,0.2,2.4,0.2,2.3994972887039236,0.3057043436028537,1.6074062263971465,0.3202021089763475,0.0071340052455934,0.0035876711734879,0.0001543416631579,0.0204237198184417
7.0,6.0,0.2,2.7999999999999994,0.2,2.7998772810344827,0.4168035201149425,2.2881772959770115,0.4001404220418876,0.0062601034334148,0.0038275191175121,0.0001144465764905,0.0238660700208189
7.0,6.0,0.2,3.8,0.2,3.8003870701149425,0.6884303020689655,3.9231052402298854,0.4637689242871639,0.005551590391362,0.0043571857669598,8.025042069468498e-05,0.0292808131068157
7.0,6.0,0.2,4.6,0.2,4.599373584326019,0.9011422847962384,5.2045407360501565,0.5345127343389495,0.0056159068083038,0.0047447072059197,6.902776916581299e-05,0.0512526453823732
7.0,6.0,0.2,5.3,0.2,5.299672420689656,1.0854588678160917,6.320273459770116,0.5678697795259855,0.0059337394655955,0.0052246925179347,6.213029932920063e-05,0.0496178123773987
7.0,6.0,0.2,6.0,0.2,6.0003916979565775,1.267935922733078,7.431994555300128,0.565096143584951,0.0062553855587699,0.0057819335538884,5.967775570342372e-05,0.0539097347155697
7.0,6.0,0.2,7.200000000000001,0.2,7.199999488859417,1.5775573541114056,9.329546879045092,0.6105041502298981,0.0069863849574415,0.006428609410409,5.631516094407592e-05,0.0894557742532372
7.0,6.0,0.2,10.0,0.2,9.999809190562614,2.2868451108892924,13.73867567876588,0.8049418437935054,0.0090065683908718,0.0081263326265696,0.0002465016855768,0.052871004542386
7.0,6.0,0.21,1.97,0.21,1.9714442620689656,0.1841977831034482,0.6923432706896552,0.2251392825036074,0.0123956343437241,0.0046277644516694,0.0004320559721369,0.0131524951877968
7.0,6.0,0.21,2.19,0.21,2.1901468310344825,0.2518782375862069,1.1374001758620689,0.3487598835428001,0.0086004242291943,0.004017659757278,0.0002125579768406,0.0415427734763202
7.0,6.0,0.247214,2.04,0.247214,2.0375430586206895,0.2110968351724138,0.4789707179310344,0.3261069585824962,0.0112411047838263,0.0057676273587887,0.0003561130369567,0.0249022947212195
7.0,6.0,0.247214,2.12,0.247214,2.118991468965518,0.2419633082758621,0.6472562486206898,0.2800465284042772,0.0096341846111919,0.0054648162476292,0.000276653318971,0.0089136537090985
7.0,6.0,0.25,2.03,0.25,2.0282884689655174,0.2079206675862069,0.4316353293103449,0.300630583002867,0.0114584495079686,0.0059514254734857,0.0003829100112997,0.012170873901072
7.0,6.0,0.25,2.4,0.25,2.3999992494252873,0.3491148096551724,1.1462297632183909,0.3644540614724466,0.0075071311513278,0.0052785543500054,0.000179017230632,0.0327046119022946
7.0,6.0,0.25,2.8,0.25,2.800321519047619,0.4983553637110016,1.8402446169129725,0.3561733280101326,0.0062992070927113,0.0052947702412422,0.0001218053688418,0.0460176807782557
7.0,6.0,0.25,3.8,0.25,3.8002223045977015,0.8637952911494254,3.501312991954023,0.429790170178196,0.0057393867897966,0.0060773464023348,8.083334995239157e-05,0.045143898302593
7.0,6.0,0.25,4.6,0.25,4.599660472844828,1.1494211344827587,4.803392820258621,0.4945775222093839,0.0059979092080879,0.0066498492312196,6.906347486587744e-05,0.0320484468907382
7.0,6.0,0.25,5.3,0.25,5.299627097640654,1.3961567778584392,5.935419619056261,0.5293732261041062,0.0063894406430848,0.0073305487017993,6.605812810790094e-05,0.0328250643580614
7.0,6.0,0.25,6.0,0.25,6.000612726108374,1.6404546453201971,7.064485767980295,0.678726970956881,0.0068326248121138,0.0079087028254941,5.91484848690037e-05,0.0418676552939371
7.0,6.0,0.25,7.2,0.25,7.200069647126438,2.052747572413794,8.989105132183909,0.6595536285674442,0.0076735143358997,0.0089078226817237,5.8183798008558846e-05,0.1165110065927024
7.0,6.0,0.25,10.0,0.25,10.00001384367816,2.993798421839081,13.458663149425288,0.806037930904462,0.0101359810876777,0.0112442954756434,0.000283239039766,0.0727082155737865
7.0,6.0,0.26,1.97,0.26,1.968830382758621,0.1840927368965517,0.189199654137931,0.3074777704239738,0.0134305561739957,0.0072044408372851,0.0005184489105855,0.0371114792284272
7.0,6.0,0.26,2.19,0.26,2.1899195343221804,0.2738363559848223,0.6681547409451536,0.3644931627363278,0.0089300418844337,0.0058643662217165,0.000248677680617,0.0431826149674662
7.0,6.0,0.3,2.03,0.3,2.026857006896552,0.2095107468965516,-0.0310209395517241,0.3783294574338012,0.0118272384888637,0.0085868472488129,0.0004431843125601,0.0254636739769965
7.0,6.0,0.3,2.4,0.3,2.4002101014778323,0.3907244216502463,0.6992534488423645,0.3904803972036575,0.0073361579617123,0.0069861300875041,0.0001759732099209,0.0332652461113115
7.0,6.0,0.3,2.8,0.3,2.800346787356322,0.583582408505747,1.4021179413793103,0.4017108252358075,0.0062356902142415,0.006970266246491,0.000118840294864,0.0339600897162601
7.0,6.0,0.3,3.7999999999999994,0.3,3.8000233333333338,1.056146108908046,3.0879596359195403,0.516389546819278,0.0059515446725909,0.0078859772676536,7.66206997542775e-05,0.0257622932779878
7.0,6.0,0.3,4.6,0.3,4.599544789055472,1.4249589971514245,4.411079453073464,0.5458276423904475,0.0062488398453254,0.0087522629549348,6.585250563362188e-05,0.0689408711984983
7.0,6.0,0.3,5.3,0.3,5.300352148425787,1.7425905547226386,5.562526506446777,0.591481205159089,0.0068030986781084,0.0096683715751178,5.9932286843492015e-05,0.0548584907225174
7.0,6.0,0.3,6.0,0.3,6.000005694252874,2.0552066977011494,6.706832812643679,0.6425824555589978,0.0074188105440399,0.0103985355126983,5.901746475024607e-05,0.0919085056384483
7.0,6.0,0.3,7.2,0.3,7.199064473022312,2.582733062271805,8.660214194320487,0.6604372040814317,0.0084224059956878,0.0117758398753955,6.450765035557908e-05,0.01619623894259
7.0,6.0,0.3,10.0,0.3,9.999600605172414,3.781837193103448,13.195399034482758,0.8003172879958868,0.0108616457061778,0.0145016808593014,0.0003301541047632,0.07327850267676
7.0,6.0,0.308013,1.95,0.308013,1.948393824137931,0.1704835368965517,-0.3133386106896552,0.3624720121182042,0.0148564515887313,0.0103277939560674,0.0006130488950563,0.0358761118503773
7.0,6.0,0.329286,2.04,0.329286,2.040434496551724,0.2172394375862069,-0.2534180531034482,0.3582958744397378,0.0108456739827947,0.0097370037371745,0.0003738954591291,0.0443003517874474
7.0,6.0,0.329286,2.12,0.329286,2.119247320689655,0.2608647324137931,-0.0865234676206896,0.3519409093195479,0.0090744328332884,0.0088150191488232,0.0002817811196588,0.0238524277612402
7.0,6.0,0.35,2.03,0.35,2.0288987068965514,0.2120700972413792,-0.4519889879310345,0.4021928578442628,0.0107902990116061,0.0108618448619131,0.0003744515384749,0.0557337853982656
7.0,6.0,0.35,2.4,0.35,2.399720963258026,0.4375275918906064,0.2631235699524376,0.4483154455067553,0.0067499659585982,0.0090262124227399,0.0001589034154839,0.0414889945230681
7.0,6.0,0.35,2.8,0.35,2.799664406896552,0.6806232406896552,0.971479995632184,0.448256920089506,0.0058785988356509,0.008976882454695,0.000105855905647,0.0512918493954858
7.0,6.0,0.35,3.8,0.35,3.800064264039409,1.2765661157635468,2.6838936559113304,0.5061389957721918,0.0059851999452616,0.0099151164785687,7.061997858284342e-05,0.0580920545059083
7.0,6.0,0.35,4.6,0.35,4.600255948275862,1.7396035252873563,4.030261081609195,0.5364723901917843,0.0066053871554071,0.0109784930481273,6.098686604698873e-05,0.0426469800642492
7.0,6.0,0.35,5.3,0.35,5.299825055172414,2.1363243666666665,5.199106288505747,0.6298573972955352,0.0072402355318877,0.0121040348372949,5.618706447535779e-05,0.1027553685240147
7.0,6.0,0.35,6.0,0.35,5.999748644589774,2.52674136254459,6.362992943876338,0.5850391331326719,0.0078982996360276,0.0131449482025295,5.4679642721488704e-05,0.0622349673276448
7.0,6.0,0.35,7.2,0.35,7.199702790804597,3.1834426436781613,8.34945437816092,0.6657785255641128,0.0090205770586817,0.0146626057159177,5.319072250837131e-05,0.0660599033286135
7.0,6.0,0.35,10.0,0.35,9.999164442211654,4.667160105231867,12.951632253269915,0.8536000745176836,0.0119966704063889,0.0186661866010189,0.0003747486443005,0.114413029321372
7.0,6.0,0.36,1.97,0.36,1.96958362883753,0.1759682359434287,-0.672593295619179,0.3508466103330596,0.0125865022325029,0.0127218691725908,0.0004822280020711,0.0226871877585069
7.0,6.0,0.36,2.19,0.36,2.1904247655172413,0.3146221810344827,-0.2120466820689655,0.4820930771699233,0.0078058861123834,0.0099737134792261,0.000218451792246,0.0139330318846323
7.0,6.0,0.4,2.03,0.4,2.0295297310344824,0.2196241396551724,-0.8658266675862069,0.475577536593642,0.0085649777468964,0.0124983821328226,0.0002719307238552,0.0431147605396316
7.0,6.0,0.4,2.4,0.4,2.399670735632184,0.4994081288505747,-0.1654137996551724,0.5055052254221045,0.0059303996620282,0.0105352440056047,0.0001261001352642,0.0232614887119866
7.0,6.0,0.4,2.8,0.4,2.7998113931034485,0.8018310218390805,0.549986102183908,0.5260281585697569,0.0055682460607217,0.0106763120693578,8.861359582323531e-05,0.0468399478147642
7.0,6.0,0.4,3.8,0.4,3.7996664229885058,1.5383929367816094,2.2895654034482757,0.5970554656046152,0.0061044551333911,0.0119480920861675,6.047883324512518e-05,0.0643786858408177
7.0,6.0,0.4,4.6,0.4,4.599234264367817,2.1071339080459768,3.6588747126436783,0.671755020678301,0.0068654450408569,0.0135567547389673,5.318020877055452e-05,0.0490057861108412
7.0,6.0,0.4,5.3,0.4,5.299964579310345,2.5944464678160917,4.850915063218391,0.665882253432585,0.0076115939465377,0.0145711363712345,5.370530204509982e-05,0.0956699266765737
7.0,6.0,0.4,7.2,0.4,7.199638016091954,3.871573072413794,8.055793231034482,0.7703491272481672,0.0098701171965053,0.0181249278307257,4.919765544702118e-05,0.0825321055706182
7.0,6.0,0.4,10.0,0.4,9.999469045977012,5.671949264367816,12.73352340229885,0.936890718958773,0.0130723640141641,0.0228547938256066,0.0004394328781588,0.0610830580185727
7.0,6.0,0.41,1.95,0.41,1.9493734517241377,0.1608298744827586,-1.1155234034482755,0.4727674413470155,0.0095754653490032,0.0142843562750751,0.0003315126297012,0.0064605340046754
7.0,6.0,0.41,1.97,0.41,1.9716700689655169,0.1774438213793103,-1.0697401344827586,0.4540369472801084,0.0093627182149162,0.0136755331173081,0.0003128401136685,0.0029396235440506
7.0,6.0,0.41,2.19,0.41,2.1894817379310347,0.3480254113793103,-0.6383303472413793,0.4181622877106467,0.0064847176793412,0.011407047694137,0.0001565465383559,0.0234703121456115
7.0,6.0,0.4113569999999999,2.04,0.4113569999999999,2.040697231034483,0.2315703731034482,-0.938398213448276,0.4579481342893623,0.0079978050253983,0.012689549013704,0.0002444893834054,0.049836297492731
7.0,6.0,0.4113569999999999,2.12,0.4113569999999999,2.1194883379310347,0.2935442765517241,-0.7828114951724138,0.4723251706837342,0.0066525513339666,0.0119083222614486,0.0001811884084856,0.0148232643436523
7.0,6.0,0.44,2.01,0.44,2.0099937896551725,0.2186875720689655,-1.2363567862068965,0.5228949960747608,0.0070234318570482,0.0136941251150919,0.0001936826059875,0.0133718606926061
7.0,6.0,0.45,2.03,0.45,2.0309300931034486,0.2443695648275862,-1.2798196448275865,0.502287384826509,0.0065550659105014,0.0134711068498545,0.0001779850951397,0.0082033388918453
7.0,6.0,0.45,2.4,0.45,2.3998369057471267,0.5900305943678161,-0.5884031951724137,0.5952447323123964,0.0052843054354215,0.0121376262039549,9.495420493824494e-05,0.0573956542469956
7.0,6.0,0.45,2.8,0.45,2.8001356448275865,0.9613029398850572,0.1362560967816091,0.5635130208430191,0.0052820177824246,0.0123701323663437,7.09244575717259e-05,0.0317500604403885
7.0,6.0,0.45,3.8,0.45,3.7996540827586207,1.8583215977011496,1.907640803448276,0.620089056694501,0.0062294609080332,0.0140981867678171,5.2999112088842784e-05,0.0863587046183056
